toilet_id,station_name,floor,lat,lon,description,features
Tcb64252b,広尾,不明,0.0,0.0,広尾駅付近のトイレ / ベビーチェア,
e74c7717-31c7-5ea6-8042-be7c1e29b61f,広尾,不明,0.0,0.0,広尾駅付近のトイレ,
T0f2a173c,中目黒,不明,0.0,0.0,中目黒駅付近のトイレ / 車椅子OK,
Tffb4a275,中目黒,不明,0.0,0.0,中目黒駅付近のトイレ (0階) / 車椅子OK,
48a34f0b-5fb9-50f0-9009-eb4900da48ed,中目黒,不明,0.0,0.0,中目黒駅付近のトイレ (0階),
T869f3617,代官山,不明,0.0,0.0,代官山公園 / 車椅子OK,
bbbfabe9-31cb-5cf8-9d00-ab1c5750ff1d,代官山,不明,0.0,0.0,あれどめ ひび セーフ,
Tbdb942be,代官山,不明,0.0,0.0,代官山駅付近のトイレ / 車椅子OK,
e8481f86-33df-57a9-8074-bcb9b316db01,代官山,不明,0.0,0.0,代官山駅付近のトイレ,
e65efe55-4458-5902-abc4-fb75a32795c1,代官山,不明,0.0,0.0,代官山駅付近のトイレ (0階),
dd799c2d-0f37-53b3-9f9a-122034f67dbd,祐天寺,不明,0.0,0.0,祐天寺駅付近のトイレ,
T536ea74c,学芸大学,不明,0.0,0.0,学芸大学駅付近のトイレ / ベビーチェア,
a0fcdb58-066e-5432-8b4c-57934cca12b2,学芸大学,不明,0.0,0.0,学芸大学駅付近のトイレ (0階),
4b343473-3805-5d6d-b9e3-348cab6758a9,都立大学,不明,0.0,0.0,都立大学駅付近のトイレ,
facaebce-e130-5c3c-bad9-09e865f051c4,都立大学,不明,0.0,0.0,都立大学駅公衆便所 (0階),
T9cbbcbcb,自由が丘,不明,0.0,0.0,自由が丘駅付近のトイレ / 車椅子OK,
T93eb0179,自由が丘,不明,0.0,0.0,自由が丘駅付近のトイレ / 車椅子OK / ベビーチェア,
T38639ba6,自由が丘,不明,0.0,0.0,自由が丘駅付近のトイレ (0階) / 車椅子OK,
T888e6ac8,田園調布,不明,0.0,0.0,田園調布駅付近のトイレ / 車椅子OK,
T19e79eac,多摩川,不明,0.0,0.0,多摩川駅付近のトイレ / 車椅子OK,
T64809b74,南新宿,1F,0.0,0.0,南新宿駅付近のトイレ (1階) / 車椅子OK / ベビーチェア,
Tc313d770,南新宿,不明,0.0,0.0,南新宿駅付近のトイレ (0階) / 車椅子OK / ベビーチェア,
T30330356,参宮橋,不明,0.0,0.0,代々木ポニー公園 / 車椅子OK,
f0689ed9-fe6c-59c8-8de5-afc59de5a881,代々木八幡,1F,0.0,0.0,代々木八幡駅付近のトイレ (-1階),
T2f936876,代々木八幡,1F,0.0,0.0,代々木八幡駅付近のトイレ (-1階) / ベビーチェア,
Tc1779529,代々木八幡,不明,0.0,0.0,代々木深町小公園 透明トイレ / 車椅子OK / オストメイト / ベビーチェア,
T6ef87e0c,代々木八幡,不明,0.0,0.0,代々木八幡公衆便所 / ベビーチェア,
b3e7311d-04c9-5ab8-89f3-423901359056,代々木上原,不明,0.0,0.0,上原公園,
8f5efcb9-92ec-5fb4-a37f-ae13bb410f21,東北沢,不明,0.0,0.0,大山児童遊園地,
b5b60dc9-fab7-5148-ad71-07daa30409f7,下北沢,不明,0.0,0.0,下北沢駅付近のトイレ (-2階),
T992227eb,下北沢,不明,0.0,0.0,下北沢駅付近のトイレ (0階) / 車椅子OK / ベビーチェア,
T6d98f452,下北沢,不明,0.0,0.0,下北沢駅付近のトイレ (0階) / 車椅子OK,
32ff14e3-4af9-5296-ab65-8f7cf108773e,下北沢,不明,0.0,0.0,下北沢駅付近のトイレ,
77fd69b5-1331-5660-b03c-f3bd4823db84,世田谷代田,不明,0.0,0.0,世田谷代田駅付近のトイレ,
Te504ed68,梅ヶ丘,不明,0.0,0.0,梅丘公衆便所 / 車椅子OK,
T27c2d5a9,梅ヶ丘,不明,0.0,0.0,梅ヶ丘駅付近のトイレ / 車椅子OK,
Tc1091b9a,豪徳寺,不明,0.0,0.0,豪徳寺駅トイレ(代表) / 車椅子OK / ベビーチェア,
fd6e0c2c-611c-5c4b-86e2-177af82348ee,経堂,不明,0.0,0.0,経堂駅付近のトイレ,
T935a4e38,千歳船橋,不明,0.0,0.0,千歳船橋駅トイレ(代表) / 車椅子OK / ベビーチェア,
T10ec7306,祖師ヶ谷大蔵,不明,0.0,0.0,祖師ヶ谷大蔵駅トイレ(代表) / 車椅子OK / ベビーチェア,
T20f816a0,成城学園前,不明,0.0,0.0,成城学園前駅トイレ(代表) / 車椅子OK / ベビーチェア,
